#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1349   0.362290E+03  -0.756418E+01   0.377244E-05  -0.756418E+01   0.183067E+02   0.194914E-06   0.377244E-05   0.194914E-06   0.142475E-08
  1350   0.360453E+03  -0.795857E+01   0.375440E-05  -0.795857E+01   0.183669E+02   0.195429E-06   0.375440E-05   0.195429E-06   0.142254E-08
  1351   0.358663E+03  -0.835853E+01   0.373634E-05  -0.835853E+01   0.184239E+02   0.195911E-06   0.373634E-05   0.195911E-06   0.142034E-08
  1352   0.356921E+03  -0.876366E+01   0.371828E-05  -0.876366E+01   0.184777E+02   0.196361E-06   0.371828E-05   0.196361E-06   0.141814E-08
  1353   0.355226E+03  -0.917365E+01   0.370021E-05  -0.917365E+01   0.185283E+02   0.196779E-06   0.370021E-05   0.196779E-06   0.141594E-08
  1354   0.353572E+03  -0.958811E+01   0.368214E-05  -0.958811E+01   0.185759E+02   0.197165E-06   0.368214E-05   0.197165E-06   0.141375E-08
  1355   0.351970E+03  -0.100066E+02   0.366407E-05  -0.100066E+02   0.186203E+02   0.197520E-06   0.366407E-05   0.197520E-06   0.141156E-08
  1356   0.350412E+03  -0.104288E+02   0.364601E-05  -0.104288E+02   0.186616E+02   0.197844E-06   0.364601E-05   0.197844E-06   0.140938E-08
  1357   0.348900E+03  -0.108543E+02   0.362796E-05  -0.108543E+02   0.186999E+02   0.198136E-06   0.362796E-05   0.198136E-06   0.140720E-08
  1358   0.347434E+03  -0.112826E+02   0.360993E-05  -0.112826E+02   0.187349E+02   0.198398E-06   0.360993E-05   0.198398E-06   0.140502E-08
  1359   0.346009E+03  -0.117136E+02   0.359192E-05  -0.117136E+02   0.187669E+02   0.198630E-06   0.359192E-05   0.198630E-06   0.140285E-08
  1360   0.344623E+03  -0.121467E+02   0.357392E-05  -0.121467E+02   0.187958E+02   0.198831E-06   0.357392E-05   0.198831E-06   0.140069E-08
  1361   0.343280E+03  -0.125816E+02   0.355596E-05  -0.125816E+02   0.188215E+02   0.199003E-06   0.355596E-05   0.199003E-06   0.139853E-08
  1362   0.341986E+03  -0.130179E+02   0.353803E-05  -0.130179E+02   0.188441E+02   0.199144E-06   0.353803E-05   0.199144E-06   0.139637E-08
  1363   0.340728E+03  -0.134553E+02   0.352013E-05  -0.134553E+02   0.188637E+02   0.199257E-06   0.352013E-05   0.199257E-06   0.139421E-08
  1364   0.339514E+03  -0.138934E+02   0.350227E-05  -0.138934E+02   0.188801E+02   0.199340E-06   0.350227E-05   0.199340E-06   0.139206E-08
  1365   0.338344E+03  -0.143320E+02   0.348445E-05  -0.143320E+02   0.188935E+02   0.199394E-06   0.348445E-05   0.199394E-06   0.138992E-08
  1366   0.337206E+03  -0.147706E+02   0.346668E-05  -0.147706E+02   0.189038E+02   0.199420E-06   0.346668E-05   0.199420E-06   0.138778E-08
  1367   0.336113E+03  -0.152091E+02   0.344896E-05  -0.152091E+02   0.189110E+02   0.199417E-06   0.344896E-05   0.199417E-06   0.138564E-08
  1368   0.335061E+03  -0.156470E+02   0.343129E-05  -0.156470E+02   0.189152E+02   0.199386E-06   0.343129E-05   0.199386E-06   0.138351E-08
  1369   0.334041E+03  -0.160840E+02   0.341368E-05  -0.160840E+02   0.189163E+02   0.199327E-06   0.341368E-05   0.199327E-06   0.138138E-08
  1370   0.333070E+03  -0.165199E+02   0.339614E-05  -0.165199E+02   0.189145E+02   0.199240E-06   0.339614E-05   0.199240E-06   0.137926E-08
  1371   0.332127E+03  -0.169545E+02   0.337866E-05  -0.169545E+02   0.189095E+02   0.199126E-06   0.337866E-05   0.199126E-06   0.137714E-08
  1372   0.331227E+03  -0.173873E+02   0.336126E-05  -0.173873E+02   0.189017E+02   0.198985E-06   0.336126E-05   0.198985E-06   0.137502E-08
  1373   0.330363E+03  -0.178182E+02   0.334392E-05  -0.178182E+02   0.188908E+02   0.198817E-06   0.334392E-05   0.198817E-06   0.137291E-08
  1374   0.329536E+03  -0.182469E+02   0.332667E-05  -0.182469E+02   0.188769E+02   0.198622E-06   0.332667E-05   0.198622E-06   0.137080E-08
  1375   0.328740E+03  -0.186732E+02   0.330950E-05  -0.186732E+02   0.188601E+02   0.198401E-06   0.330950E-05   0.198401E-06   0.136870E-08
  1376   0.327983E+03  -0.190966E+02   0.329241E-05  -0.190966E+02   0.188404E+02   0.198154E-06   0.329241E-05   0.198154E-06   0.136660E-08
  1377   0.327265E+03  -0.195170E+02   0.327542E-05  -0.195170E+02   0.188176E+02   0.197881E-06   0.327542E-05   0.197881E-06   0.136451E-08
  1378   0.326581E+03  -0.199342E+02   0.325852E-05  -0.199342E+02   0.187920E+02   0.197583E-06   0.325852E-05   0.197583E-06   0.136242E-08
  1379   0.325930E+03  -0.203478E+02   0.324172E-05  -0.203478E+02   0.187633E+02   0.197259E-06   0.324172E-05   0.197259E-06   0.136033E-08
  1380   0.325306E+03  -0.207576E+02   0.322502E-05  -0.207576E+02   0.187318E+02   0.196909E-06   0.322502E-05   0.196909E-06   0.135825E-08
  1381   0.324725E+03  -0.211634E+02   0.320843E-05  -0.211634E+02   0.186973E+02   0.196535E-06   0.320843E-05   0.196535E-06   0.135617E-08
  1382   0.324174E+03  -0.215648E+02   0.319195E-05  -0.215648E+02   0.186599E+02   0.196137E-06   0.319195E-05   0.196137E-06   0.135410E-08
  1383   0.323652E+03  -0.219615E+02   0.317558E-05  -0.219615E+02   0.186196E+02   0.195714E-06   0.317558E-05   0.195714E-06   0.135203E-08
  1384   0.323160E+03  -0.223536E+02   0.315933E-05  -0.223536E+02   0.185762E+02   0.195267E-06   0.315933E-05   0.195267E-06   0.134996E-08
  1385   0.322707E+03  -0.227407E+02   0.314320E-05  -0.227407E+02   0.185300E+02   0.194796E-06   0.314320E-05   0.194796E-06   0.134790E-08
  1386   0.322286E+03  -0.231227E+02   0.312720E-05  -0.231227E+02   0.184810E+02   0.194301E-06   0.312720E-05   0.194301E-06   0.134584E-08
  1387   0.321891E+03  -0.234995E+02   0.311133E-05  -0.234995E+02   0.184290E+02   0.193783E-06   0.311133E-05   0.193783E-06   0.134379E-08
  1388   0.321529E+03  -0.238709E+02   0.309560E-05  -0.238709E+02   0.183742E+02   0.193242E-06   0.309560E-05   0.193242E-06   0.134174E-08
  1389   0.321195E+03  -0.242367E+02   0.308000E-05  -0.242367E+02   0.183165E+02   0.192678E-06   0.308000E-05   0.192678E-06   0.133969E-08
  1390   0.320895E+03  -0.245968E+02   0.306454E-05  -0.245968E+02   0.182561E+02   0.192092E-06   0.306454E-05   0.192092E-06   0.133765E-08
  1391   0.320625E+03  -0.249510E+02   0.304923E-05  -0.249510E+02   0.181927E+02   0.191483E-06   0.304923E-05   0.191483E-06   0.133561E-08
  1392   0.320384E+03  -0.252991E+02   0.303407E-05  -0.252991E+02   0.181266E+02   0.190853E-06   0.303407E-05   0.190853E-06   0.133358E-08
  1393   0.320181E+03  -0.256410E+02   0.301907E-05  -0.256410E+02   0.180576E+02   0.190200E-06   0.301907E-05   0.190200E-06   0.133155E-08
  1394   0.320002E+03  -0.259764E+02   0.300422E-05  -0.259764E+02   0.179857E+02   0.189526E-06   0.300422E-05   0.189526E-06   0.132952E-08
  1395   0.319847E+03  -0.263053E+02   0.298954E-05  -0.263053E+02   0.179111E+02   0.188830E-06   0.298954E-05   0.188830E-06   0.132750E-08
  1396   0.319725E+03  -0.266273E+02   0.297502E-05  -0.266273E+02   0.178335E+02   0.188114E-06   0.297502E-05   0.188114E-06   0.132548E-08
  1397   0.319637E+03  -0.269424E+02   0.296067E-05  -0.269424E+02   0.177531E+02   0.187376E-06   0.296067E-05   0.187376E-06   0.132346E-08
  1398   0.319568E+03  -0.272504E+02   0.294649E-05  -0.272504E+02   0.176699E+02   0.186618E-06   0.294649E-05   0.186618E-06   0.132145E-08
  1399   0.319534E+03  -0.275512E+02   0.293250E-05  -0.275512E+02   0.175839E+02   0.185840E-06   0.293250E-05   0.185840E-06   0.131945E-08
  1400   0.319522E+03  -0.278447E+02   0.291868E-05  -0.278447E+02   0.174949E+02   0.185042E-06   0.291868E-05   0.185042E-06   0.131745E-08
  1401   0.319546E+03  -0.281309E+02   0.290505E-05  -0.281309E+02   0.174032E+02   0.184224E-06   0.290505E-05   0.184224E-06   0.131545E-08
  1402   0.319592E+03  -0.284094E+02   0.289161E-05  -0.284094E+02   0.173087E+02   0.183386E-06   0.289161E-05   0.183386E-06   0.131345E-08
  1403   0.319667E+03  -0.286805E+02   0.287835E-05  -0.286805E+02   0.172114E+02   0.182529E-06   0.287835E-05   0.182529E-06   0.131146E-08
  1404   0.319769E+03  -0.289439E+02   0.286529E-05  -0.289439E+02   0.171117E+02   0.181652E-06   0.286529E-05   0.181652E-06   0.130947E-08
  1405   0.319892E+03  -0.291995E+02   0.285241E-05  -0.291995E+02   0.170094E+02   0.180756E-06   0.285241E-05   0.180756E-06   0.130749E-08
  1406   0.320035E+03  -0.294473E+02   0.283972E-05  -0.294473E+02   0.169049E+02   0.179841E-06   0.283972E-05   0.179841E-06   0.130551E-08
  1407   0.320197E+03  -0.296872E+02   0.282722E-05  -0.296872E+02   0.167979E+02   0.178906E-06   0.282722E-05   0.178906E-06   0.130354E-08
  1408   0.320386E+03  -0.299190E+02   0.281491E-05  -0.299190E+02   0.166888E+02   0.177953E-06   0.281491E-05   0.177953E-06   0.130157E-08
  1409   0.320586E+03  -0.301428E+02   0.280279E-05  -0.301428E+02   0.165775E+02   0.176980E-06   0.280279E-05   0.176980E-06   0.129960E-08
  1410   0.320811E+03  -0.303585E+02   0.279087E-05  -0.303585E+02   0.164642E+02   0.175989E-06   0.279087E-05   0.175989E-06   0.129763E-08
  1411   0.321046E+03  -0.305659E+02   0.277914E-05  -0.305659E+02   0.163488E+02   0.174980E-06   0.277914E-05   0.174980E-06   0.129567E-08
  1412   0.321299E+03  -0.307651E+02   0.276760E-05  -0.307651E+02   0.162317E+02   0.173952E-06   0.276760E-05   0.173952E-06   0.129372E-08
  1413   0.321561E+03  -0.309560E+02   0.275625E-05  -0.309560E+02   0.161128E+02   0.172905E-06   0.275625E-05   0.172905E-06   0.129176E-08
  1414   0.321839E+03  -0.311387E+02   0.274511E-05  -0.311387E+02   0.159922E+02   0.171840E-06   0.274511E-05   0.171840E-06   0.128982E-08
  1415   0.322126E+03  -0.313130E+02   0.273415E-05  -0.313130E+02   0.158699E+02   0.170757E-06   0.273415E-05   0.170757E-06   0.128787E-08
  1416   0.322429E+03  -0.314790E+02   0.272340E-05  -0.314790E+02   0.157462E+02   0.169656E-06   0.272340E-05   0.169656E-06   0.128593E-08
  1417   0.322739E+03  -0.316366E+02   0.271284E-05  -0.316366E+02   0.156209E+02   0.168537E-06   0.271284E-05   0.168537E-06   0.128399E-08
  1418   0.323064E+03  -0.317860E+02   0.270247E-05  -0.317860E+02   0.154944E+02   0.167400E-06   0.270247E-05   0.167400E-06   0.128206E-08
  1419   0.323395E+03  -0.319268E+02   0.269231E-05  -0.319268E+02   0.153665E+02   0.166246E-06   0.269231E-05   0.166246E-06   0.128013E-08
  1420   0.323733E+03  -0.320594E+02   0.268234E-05  -0.320594E+02   0.152374E+02   0.165074E-06   0.268234E-05   0.165074E-06   0.127820E-08
  1421   0.324077E+03  -0.321835E+02   0.267258E-05  -0.321835E+02   0.151072E+02   0.163884E-06   0.267258E-05   0.163884E-06   0.127628E-08
  1422   0.324426E+03  -0.322991E+02   0.266302E-05  -0.322991E+02   0.149760E+02   0.162677E-06   0.266302E-05   0.162677E-06   0.127436E-08
  1423   0.324788E+03  -0.324062E+02   0.265365E-05  -0.324062E+02   0.148437E+02   0.161453E-06   0.265365E-05   0.161453E-06   0.127245E-08
  1424   0.325147E+03  -0.325047E+02   0.264449E-05  -0.325047E+02   0.147105E+02   0.160212E-06   0.264449E-05   0.160212E-06   0.127054E-08
  1425   0.325510E+03  -0.325947E+02   0.263553E-05  -0.325947E+02   0.145765E+02   0.158953E-06   0.263553E-05   0.158953E-06   0.126863E-08
  1426   0.325877E+03  -0.326762E+02   0.262678E-05  -0.326762E+02   0.144417E+02   0.157678E-06   0.262678E-05   0.157678E-06   0.126672E-08
  1427   0.326240E+03  -0.327491E+02   0.261823E-05  -0.327491E+02   0.143061E+02   0.156386E-06   0.261823E-05   0.156386E-06   0.126482E-08
  1428   0.326606E+03  -0.328133E+02   0.260988E-05  -0.328133E+02   0.141699E+02   0.155078E-06   0.260988E-05   0.155078E-06   0.126293E-08
  1429   0.326974E+03  -0.328690E+02   0.260174E-05  -0.328690E+02   0.140331E+02   0.153752E-06   0.260174E-05   0.153752E-06   0.126103E-08
  1430   0.327344E+03  -0.329160E+02   0.259381E-05  -0.329160E+02   0.138957E+02   0.152411E-06   0.259381E-05   0.152411E-06   0.125914E-08
  1431   0.327708E+03  -0.329544E+02   0.258608E-05  -0.329544E+02   0.137580E+02   0.151053E-06   0.258608E-05   0.151053E-06   0.125726E-08
  1432   0.328074E+03  -0.329842E+02   0.257856E-05  -0.329842E+02   0.136198E+02   0.149679E-06   0.257856E-05   0.149679E-06   0.125538E-08
  1433   0.328432E+03  -0.330053E+02   0.257124E-05  -0.330053E+02   0.134813E+02   0.148289E-06   0.257124E-05   0.148289E-06   0.125350E-08
  1434   0.328791E+03  -0.330178E+02   0.256414E-05  -0.330178E+02   0.133424E+02   0.146882E-06   0.256414E-05   0.146882E-06   0.125162E-08
  1435   0.329143E+03  -0.330217E+02   0.255725E-05  -0.330217E+02   0.132033E+02   0.145460E-06   0.255725E-05   0.145460E-06   0.124975E-08
  1436   0.329493E+03  -0.330170E+02   0.255056E-05  -0.330170E+02   0.130641E+02   0.144023E-06   0.255056E-05   0.144023E-06   0.124788E-08
  1437   0.329836E+03  -0.330037E+02   0.254409E-05  -0.330037E+02   0.129246E+02   0.142569E-06   0.254409E-05   0.142569E-06   0.124602E-08
  1438   0.330169E+03  -0.329816E+02   0.253783E-05  -0.329816E+02   0.127851E+02   0.141101E-06   0.253783E-05   0.141101E-06   0.124416E-08
  1439   0.330501E+03  -0.329510E+02   0.253178E-05  -0.329510E+02   0.126457E+02   0.139616E-06   0.253178E-05   0.139616E-06   0.124230E-08
  1440   0.330830E+03  -0.329117E+02   0.252595E-05  -0.329117E+02   0.125062E+02   0.138117E-06   0.252595E-05   0.138117E-06   0.124045E-08
  1441   0.331149E+03  -0.328638E+02   0.252033E-05  -0.328638E+02   0.123668E+02   0.136602E-06   0.252033E-05   0.136602E-06   0.123860E-08
  1442   0.331458E+03  -0.328073E+02   0.251492E-05  -0.328073E+02   0.122274E+02   0.135072E-06   0.251492E-05   0.135072E-06   0.123675E-08
  1443   0.331755E+03  -0.327420E+02   0.250973E-05  -0.327420E+02   0.120882E+02   0.133528E-06   0.250973E-05   0.133528E-06   0.123491E-08
  1444   0.332048E+03  -0.326682E+02   0.250475E-05  -0.326682E+02   0.119492E+02   0.131968E-06   0.250475E-05   0.131968E-06   0.123307E-08
  1445   0.332330E+03  -0.325856E+02   0.249999E-05  -0.325856E+02   0.118105E+02   0.130394E-06   0.249999E-05   0.130394E-06   0.123124E-08
  1446   0.332599E+03  -0.324943E+02   0.249545E-05  -0.324943E+02   0.116720E+02   0.128806E-06   0.249545E-05   0.128806E-06   0.122940E-08
  1447   0.332862E+03  -0.323944E+02   0.249112E-05  -0.323944E+02   0.115338E+02   0.127203E-06   0.249112E-05   0.127203E-06   0.122757E-08
  1448   0.333113E+03  -0.322858E+02   0.248702E-05  -0.322858E+02   0.113959E+02   0.125585E-06   0.248702E-05   0.125585E-06   0.122575E-08
  1449   0.333350E+03  -0.321686E+02   0.248313E-05  -0.321686E+02   0.112585E+02   0.123954E-06   0.248313E-05   0.123954E-06   0.122393E-08
  1450   0.333580E+03  -0.320427E+02   0.247946E-05  -0.320427E+02   0.111214E+02   0.122308E-06   0.247946E-05   0.122308E-06   0.122211E-08
  1451   0.333803E+03  -0.319082E+02   0.247602E-05  -0.319082E+02   0.109849E+02   0.120648E-06   0.247602E-05   0.120648E-06   0.122029E-08
  1452   0.334011E+03  -0.317654E+02   0.247279E-05  -0.317654E+02   0.108488E+02   0.118975E-06   0.247279E-05   0.118975E-06   0.121848E-08
  1453   0.334202E+03  -0.316144E+02   0.246977E-05  -0.316144E+02   0.107133E+02   0.117289E-06   0.246977E-05   0.117289E-06   0.121667E-08
  1454   0.334384E+03  -0.314556E+02   0.246695E-05  -0.314556E+02   0.105785E+02   0.115590E-06   0.246695E-05   0.115590E-06   0.121487E-08
  1455   0.334555E+03  -0.312891E+02   0.246434E-05  -0.312891E+02   0.104444E+02   0.113879E-06   0.246434E-05   0.113879E-06   0.121307E-08
  1456   0.334714E+03  -0.311151E+02   0.246192E-05  -0.311151E+02   0.103111E+02   0.112157E-06   0.246192E-05   0.112157E-06   0.121127E-08
  1457   0.334861E+03  -0.309339E+02   0.245970E-05  -0.309339E+02   0.101787E+02   0.110424E-06   0.245970E-05   0.110424E-06   0.120948E-08
  1458   0.334988E+03  -0.307456E+02   0.245766E-05  -0.307456E+02   0.100471E+02   0.108680E-06   0.245766E-05   0.108680E-06   0.120769E-08
  1459   0.335100E+03  -0.305505E+02   0.245580E-05  -0.305505E+02   0.991653E+01   0.106926E-06   0.245580E-05   0.106926E-06   0.120590E-08
  1460   0.335198E+03  -0.303489E+02   0.245412E-05  -0.303489E+02   0.978706E+01   0.105163E-06   0.245412E-05   0.105163E-06   0.120411E-08
  1461   0.335279E+03  -0.301408E+02   0.245261E-05  -0.301408E+02   0.965860E+01   0.103391E-06   0.245261E-05   0.103391E-06   0.120233E-08
  1462   0.335344E+03  -0.299266E+02   0.245127E-05  -0.299266E+02   0.953130E+01   0.101610E-06   0.245127E-05   0.101610E-06   0.120056E-08
  1463   0.335391E+03  -0.297064E+02   0.245009E-05  -0.297064E+02   0.940523E+01   0.998209E-07   0.245009E-05   0.998209E-07   0.119878E-08
  1464   0.335420E+03  -0.294805E+02   0.244907E-05  -0.294805E+02   0.928039E+01   0.980244E-07   0.244907E-05   0.980244E-07   0.119701E-08
  1465   0.335429E+03  -0.292489E+02   0.244819E-05  -0.292489E+02   0.915690E+01   0.962208E-07   0.244819E-05   0.962208E-07   0.119524E-08
  1466   0.335425E+03  -0.290122E+02   0.244747E-05  -0.290122E+02   0.903478E+01   0.944107E-07   0.244747E-05   0.944107E-07   0.119348E-08
  1467   0.335401E+03  -0.287703E+02   0.244689E-05  -0.287703E+02   0.891401E+01   0.925944E-07   0.244689E-05   0.925944E-07   0.119172E-08
  1468   0.335361E+03  -0.285235E+02   0.244644E-05  -0.285235E+02   0.879481E+01   0.907727E-07   0.244644E-05   0.907727E-07   0.118996E-08
  1469   0.335299E+03  -0.282720E+02   0.244613E-05  -0.282720E+02   0.867702E+01   0.889458E-07   0.244613E-05   0.889458E-07   0.118821E-08
  1470   0.335213E+03  -0.280159E+02   0.244595E-05  -0.280159E+02   0.856087E+01   0.871143E-07   0.244595E-05   0.871143E-07   0.118646E-08
  1471   0.335117E+03  -0.277556E+02   0.244588E-05  -0.277556E+02   0.844628E+01   0.852787E-07   0.244588E-05   0.852787E-07   0.118471E-08
  1472   0.334996E+03  -0.274911E+02   0.244594E-05  -0.274911E+02   0.833337E+01   0.834396E-07   0.244594E-05   0.834396E-07   0.118297E-08
  1473   0.334848E+03  -0.272227E+02   0.244611E-05  -0.272227E+02   0.822209E+01   0.815973E-07   0.244611E-05   0.815973E-07   0.118123E-08
  1474   0.334688E+03  -0.269505E+02   0.244638E-05  -0.269505E+02   0.811264E+01   0.797525E-07   0.244638E-05   0.797525E-07   0.117949E-08
  1475   0.334499E+03  -0.266748E+02   0.244676E-05  -0.266748E+02   0.800487E+01   0.779055E-07   0.244676E-05   0.779055E-07   0.117775E-08
  1476   0.334297E+03  -0.263956E+02   0.244724E-05  -0.263956E+02   0.789899E+01   0.760569E-07   0.244724E-05   0.760569E-07   0.117602E-08
  1477   0.334072E+03  -0.261133E+02   0.244781E-05  -0.261133E+02   0.779493E+01   0.742071E-07   0.244781E-05   0.742071E-07   0.117429E-08
  1478   0.333823E+03  -0.258279E+02   0.244847E-05  -0.258279E+02   0.769269E+01   0.723568E-07   0.244847E-05   0.723568E-07   0.117257E-08
  1479   0.333558E+03  -0.255396E+02   0.244921E-05  -0.255396E+02   0.759247E+01   0.705063E-07   0.244921E-05   0.705063E-07   0.117085E-08
  1480   0.333267E+03  -0.252486E+02   0.245003E-05  -0.252486E+02   0.749412E+01   0.686561E-07   0.245003E-05   0.686561E-07   0.116913E-08
  1481   0.332958E+03  -0.249550E+02   0.245093E-05  -0.249550E+02   0.739786E+01   0.668068E-07   0.245093E-05   0.668068E-07   0.116742E-08
  1482   0.332622E+03  -0.246591E+02   0.245189E-05  -0.246591E+02   0.730355E+01   0.649589E-07   0.245189E-05   0.649589E-07   0.116570E-08
  1483   0.332266E+03  -0.243609E+02   0.245292E-05  -0.243609E+02   0.721131E+01   0.631128E-07   0.245292E-05   0.631128E-07   0.116400E-08
  1484   0.331896E+03  -0.240606E+02   0.245401E-05  -0.240606E+02   0.712114E+01   0.612691E-07   0.245401E-05   0.612691E-07   0.116229E-08
  1485   0.331496E+03  -0.237583E+02   0.245515E-05  -0.237583E+02   0.703312E+01   0.594281E-07   0.245515E-05   0.594281E-07   0.116059E-08
  1486   0.331081E+03  -0.234542E+02   0.245634E-05  -0.234542E+02   0.694716E+01   0.575906E-07   0.245634E-05   0.575906E-07   0.115889E-08
  1487   0.330635E+03  -0.231484E+02   0.245757E-05  -0.231484E+02   0.686340E+01   0.557568E-07   0.245757E-05   0.557568E-07   0.115719E-08
  1488   0.330171E+03  -0.228411E+02   0.245884E-05  -0.228411E+02   0.678185E+01   0.539273E-07   0.245884E-05   0.539273E-07   0.115550E-08
