#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1424   0.706882E+03  -0.281310E+01   0.268646E-05  -0.281310E+01   0.279333E+02  -0.298024E-06   0.268646E-05  -0.298024E-06   0.314870E-08
  1425   0.704458E+03  -0.345873E+01   0.261772E-05  -0.345873E+01   0.280364E+02  -0.297098E-06   0.261772E-05  -0.297098E-06   0.314377E-08
  1426   0.702085E+03  -0.411036E+01   0.254675E-05  -0.411036E+01   0.281370E+02  -0.296107E-06   0.254675E-05  -0.296107E-06   0.313885E-08
  1427   0.699755E+03  -0.476761E+01   0.247355E-05  -0.476761E+01   0.282350E+02  -0.295052E-06   0.247355E-05  -0.295052E-06   0.313394E-08
  1428   0.697476E+03  -0.543024E+01   0.239813E-05  -0.543024E+01   0.283304E+02  -0.293936E-06   0.239813E-05  -0.293936E-06   0.312904E-08
  1429   0.695249E+03  -0.609818E+01   0.232048E-05  -0.609818E+01   0.284232E+02  -0.292759E-06   0.232048E-05  -0.292759E-06   0.312415E-08
  1430   0.693075E+03  -0.677095E+01   0.224061E-05  -0.677095E+01   0.285134E+02  -0.291521E-06   0.224061E-05  -0.291521E-06   0.311927E-08
  1431   0.690948E+03  -0.744848E+01   0.215851E-05  -0.744848E+01   0.286009E+02  -0.290225E-06   0.215851E-05  -0.290225E-06   0.311439E-08
  1432   0.688875E+03  -0.813037E+01   0.207419E-05  -0.813037E+01   0.286857E+02  -0.288871E-06   0.207419E-05  -0.288871E-06   0.310953E-08
  1433   0.686851E+03  -0.881648E+01   0.198764E-05  -0.881648E+01   0.287676E+02  -0.287460E-06   0.198764E-05  -0.287460E-06   0.310468E-08
  1434   0.684882E+03  -0.950647E+01   0.189887E-05  -0.950647E+01   0.288467E+02  -0.285994E-06   0.189887E-05  -0.285994E-06   0.309984E-08
  1435   0.682962E+03  -0.102002E+02   0.180788E-05  -0.102002E+02   0.289230E+02  -0.284474E-06   0.180788E-05  -0.284474E-06   0.309500E-08
  1436   0.681101E+03  -0.108974E+02   0.171467E-05  -0.108974E+02   0.289963E+02  -0.282899E-06   0.171467E-05  -0.282899E-06   0.309018E-08
  1437   0.679290E+03  -0.115978E+02   0.161924E-05  -0.115978E+02   0.290666E+02  -0.281273E-06   0.161924E-05  -0.281273E-06   0.308536E-08
  1438   0.677531E+03  -0.123011E+02   0.152158E-05  -0.123011E+02   0.291340E+02  -0.279596E-06   0.152158E-05  -0.279596E-06   0.308056E-08
  1439   0.675832E+03  -0.130072E+02   0.142171E-05  -0.130072E+02   0.291983E+02  -0.277868E-06   0.142171E-05  -0.277868E-06   0.307576E-08
  1440   0.674194E+03  -0.137157E+02   0.131961E-05  -0.137157E+02   0.292594E+02  -0.276091E-06   0.131961E-05  -0.276091E-06   0.307098E-08
  1441   0.672609E+03  -0.144264E+02   0.121529E-05  -0.144264E+02   0.293173E+02  -0.274267E-06   0.121529E-05  -0.274267E-06   0.306620E-08
  1442   0.671080E+03  -0.151391E+02   0.110876E-05  -0.151391E+02   0.293720E+02  -0.272395E-06   0.110876E-05  -0.272395E-06   0.306143E-08
  1443   0.669606E+03  -0.158535E+02   0.100001E-05  -0.158535E+02   0.294234E+02  -0.270478E-06   0.100001E-05  -0.270478E-06   0.305667E-08
  1444   0.668196E+03  -0.165694E+02   0.889035E-06  -0.165694E+02   0.294714E+02  -0.268516E-06   0.889035E-06  -0.268516E-06   0.305192E-08
  1445   0.666843E+03  -0.172865E+02   0.775846E-06  -0.172865E+02   0.295160E+02  -0.266511E-06   0.775846E-06  -0.266511E-06   0.304718E-08
  1446   0.665548E+03  -0.180045E+02   0.660440E-06  -0.180045E+02   0.295571E+02  -0.264463E-06   0.660440E-06  -0.264463E-06   0.304245E-08
  1447   0.664319E+03  -0.187234E+02   0.542818E-06  -0.187234E+02   0.295947E+02  -0.262374E-06   0.542818E-06  -0.262374E-06   0.303773E-08
  1448   0.663149E+03  -0.194426E+02   0.422979E-06  -0.194426E+02   0.296286E+02  -0.260244E-06   0.422979E-06  -0.260244E-06   0.303302E-08
  1449   0.662040E+03  -0.201621E+02   0.300925E-06  -0.201621E+02   0.296589E+02  -0.258075E-06   0.300925E-06  -0.258075E-06   0.302831E-08
  1450   0.660999E+03  -0.208817E+02   0.176655E-06  -0.208817E+02   0.296854E+02  -0.255869E-06   0.176655E-06  -0.255869E-06   0.302362E-08
  1451   0.660027E+03  -0.216011E+02   0.502082E-07  -0.216011E+02   0.297082E+02  -0.253625E-06   0.502082E-07  -0.253625E-06   0.301893E-08
  1452   0.659115E+03  -0.223201E+02  -0.782305E-07  -0.223201E+02   0.297271E+02  -0.251349E-06  -0.782305E-07  -0.251349E-06   0.301426E-08
  1453   0.658263E+03  -0.230386E+02  -0.208438E-06  -0.230386E+02   0.297423E+02  -0.249045E-06  -0.208438E-06  -0.249045E-06   0.300959E-08
  1454   0.657476E+03  -0.237565E+02  -0.340192E-06  -0.237565E+02   0.297540E+02  -0.246717E-06  -0.340192E-06  -0.246717E-06   0.300493E-08
  1455   0.656753E+03  -0.244735E+02  -0.473269E-06  -0.244735E+02   0.297619E+02  -0.244369E-06  -0.473269E-06  -0.244369E-06   0.300028E-08
  1456   0.656093E+03  -0.251893E+02  -0.607446E-06  -0.251893E+02   0.297664E+02  -0.242005E-06  -0.607446E-06  -0.242005E-06   0.299564E-08
  1457   0.655494E+03  -0.259040E+02  -0.742501E-06  -0.259040E+02   0.297674E+02  -0.239631E-06  -0.742501E-06  -0.239631E-06   0.299101E-08
  1458   0.654948E+03  -0.266172E+02  -0.878211E-06  -0.266172E+02   0.297648E+02  -0.237250E-06  -0.878211E-06  -0.237250E-06   0.298638E-08
  1459   0.654462E+03  -0.273287E+02  -0.101435E-05  -0.273287E+02   0.297589E+02  -0.234866E-06  -0.101435E-05  -0.234866E-06   0.298177E-08
  1460   0.654033E+03  -0.280385E+02  -0.115070E-05  -0.280385E+02   0.297497E+02  -0.232484E-06  -0.115070E-05  -0.232484E-06   0.297716E-08
  1461   0.653660E+03  -0.287463E+02  -0.128704E-05  -0.287463E+02   0.297370E+02  -0.230109E-06  -0.128704E-05  -0.230109E-06   0.297257E-08
  1462   0.653343E+03  -0.294518E+02  -0.142314E-05  -0.294518E+02   0.297211E+02  -0.227744E-06  -0.142314E-05  -0.227744E-06   0.296798E-08
  1463   0.653080E+03  -0.301550E+02  -0.155878E-05  -0.301550E+02   0.297020E+02  -0.225394E-06  -0.155878E-05  -0.225394E-06   0.296340E-08
  1464   0.652869E+03  -0.308556E+02  -0.169374E-05  -0.308556E+02   0.296797E+02  -0.223063E-06  -0.169374E-05  -0.223063E-06   0.295883E-08
  1465   0.652710E+03  -0.315534E+02  -0.182779E-05  -0.315534E+02   0.296542E+02  -0.220756E-06  -0.182779E-05  -0.220756E-06   0.295427E-08
  1466   0.652608E+03  -0.322483E+02  -0.196071E-05  -0.322483E+02   0.296256E+02  -0.218477E-06  -0.196071E-05  -0.218477E-06   0.294972E-08
  1467   0.652556E+03  -0.329399E+02  -0.209228E-05  -0.329399E+02   0.295939E+02  -0.216229E-06  -0.209228E-05  -0.216229E-06   0.294517E-08
  1468   0.652558E+03  -0.336283E+02  -0.222228E-05  -0.336283E+02   0.295592E+02  -0.214019E-06  -0.222228E-05  -0.214019E-06   0.294064E-08
  1469   0.652607E+03  -0.343131E+02  -0.235048E-05  -0.343131E+02   0.295214E+02  -0.211849E-06  -0.235048E-05  -0.211849E-06   0.293611E-08
  1470   0.652700E+03  -0.349940E+02  -0.247667E-05  -0.349940E+02   0.294807E+02  -0.209724E-06  -0.247667E-05  -0.209724E-06   0.293159E-08
  1471   0.652852E+03  -0.356710E+02  -0.260061E-05  -0.356710E+02   0.294370E+02  -0.207649E-06  -0.260061E-05  -0.207649E-06   0.292708E-08
  1472   0.653047E+03  -0.363438E+02  -0.272208E-05  -0.363438E+02   0.293904E+02  -0.205628E-06  -0.272208E-05  -0.205628E-06   0.292258E-08
  1473   0.653283E+03  -0.370122E+02  -0.284087E-05  -0.370122E+02   0.293408E+02  -0.203664E-06  -0.284087E-05  -0.203664E-06   0.291809E-08
  1474   0.653574E+03  -0.376759E+02  -0.295674E-05  -0.376759E+02   0.292884E+02  -0.201764E-06  -0.295674E-05  -0.201764E-06   0.291360E-08
  1475   0.653904E+03  -0.383348E+02  -0.306948E-05  -0.383348E+02   0.292331E+02  -0.199930E-06  -0.306948E-05  -0.199930E-06   0.290913E-08
  1476   0.654286E+03  -0.389886E+02  -0.317887E-05  -0.389886E+02   0.291751E+02  -0.198167E-06  -0.317887E-05  -0.198167E-06   0.290466E-08
  1477   0.654711E+03  -0.396371E+02  -0.328467E-05  -0.396371E+02   0.291142E+02  -0.196479E-06  -0.328467E-05  -0.196479E-06   0.290020E-08
  1478   0.655179E+03  -0.402800E+02  -0.338668E-05  -0.402800E+02   0.290505E+02  -0.194872E-06  -0.338668E-05  -0.194872E-06   0.289575E-08
  1479   0.655695E+03  -0.409171E+02  -0.348465E-05  -0.409171E+02   0.289841E+02  -0.193348E-06  -0.348465E-05  -0.193348E-06   0.289131E-08
  1480   0.656251E+03  -0.415483E+02  -0.357838E-05  -0.415483E+02   0.289150E+02  -0.191913E-06  -0.357838E-05  -0.191913E-06   0.288687E-08
  1481   0.656854E+03  -0.421731E+02  -0.366764E-05  -0.421731E+02   0.288431E+02  -0.190571E-06  -0.366764E-05  -0.190571E-06   0.288245E-08
  1482   0.657493E+03  -0.427915E+02  -0.375220E-05  -0.427915E+02   0.287685E+02  -0.189325E-06  -0.375220E-05  -0.189325E-06   0.287803E-08
  1483   0.658176E+03  -0.434030E+02  -0.383185E-05  -0.434030E+02   0.286913E+02  -0.188181E-06  -0.383185E-05  -0.188181E-06   0.287362E-08
  1484   0.658908E+03  -0.440075E+02  -0.390636E-05  -0.440075E+02   0.286113E+02  -0.187143E-06  -0.390636E-05  -0.187143E-06   0.286922E-08
  1485   0.659674E+03  -0.446048E+02  -0.397550E-05  -0.446048E+02   0.285288E+02  -0.186215E-06  -0.397550E-05  -0.186215E-06   0.286483E-08
  1486   0.660487E+03  -0.451945E+02  -0.403906E-05  -0.451945E+02   0.284435E+02  -0.185401E-06  -0.403906E-05  -0.185401E-06   0.286044E-08
  1487   0.661330E+03  -0.457763E+02  -0.409682E-05  -0.457763E+02   0.283556E+02  -0.184706E-06  -0.409682E-05  -0.184706E-06   0.285607E-08
  1488   0.662218E+03  -0.463501E+02  -0.414854E-05  -0.463501E+02   0.282651E+02  -0.184134E-06  -0.414854E-05  -0.184134E-06   0.285170E-08
  1489   0.663150E+03  -0.469155E+02  -0.419400E-05  -0.469155E+02   0.281720E+02  -0.183689E-06  -0.419400E-05  -0.183689E-06   0.284734E-08
  1490   0.664112E+03  -0.474722E+02  -0.423299E-05  -0.474722E+02   0.280763E+02  -0.183376E-06  -0.423299E-05  -0.183376E-06   0.284299E-08
  1491   0.665115E+03  -0.480200E+02  -0.426528E-05  -0.480200E+02   0.279779E+02  -0.183199E-06  -0.426528E-05  -0.183199E-06   0.283864E-08
  1492   0.666156E+03  -0.485586E+02  -0.429065E-05  -0.485586E+02   0.278770E+02  -0.183162E-06  -0.429065E-05  -0.183162E-06   0.283431E-08
  1493   0.667234E+03  -0.490876E+02  -0.430887E-05  -0.490876E+02   0.277735E+02  -0.183270E-06  -0.430887E-05  -0.183270E-06   0.282998E-08
  1494   0.668349E+03  -0.496069E+02  -0.431973E-05  -0.496069E+02   0.276673E+02  -0.183527E-06  -0.431973E-05  -0.183527E-06   0.282566E-08
  1495   0.669499E+03  -0.501161E+02  -0.432299E-05  -0.501161E+02   0.275586E+02  -0.183937E-06  -0.432299E-05  -0.183937E-06   0.282135E-08
  1496   0.670686E+03  -0.506149E+02  -0.431844E-05  -0.506149E+02   0.274474E+02  -0.184504E-06  -0.431844E-05  -0.184504E-06   0.281705E-08
  1497   0.671909E+03  -0.511029E+02  -0.430585E-05  -0.511029E+02   0.273335E+02  -0.185234E-06  -0.430585E-05  -0.185234E-06   0.281275E-08
  1498   0.673166E+03  -0.515799E+02  -0.428501E-05  -0.515799E+02   0.272171E+02  -0.186130E-06  -0.428501E-05  -0.186130E-06   0.280846E-08
  1499   0.674458E+03  -0.520455E+02  -0.425568E-05  -0.520455E+02   0.270981E+02  -0.187196E-06  -0.425568E-05  -0.187196E-06   0.280418E-08
  1500   0.675785E+03  -0.524993E+02  -0.421764E-05  -0.524993E+02   0.269765E+02  -0.188438E-06  -0.421764E-05  -0.188438E-06   0.279991E-08
  1501   0.677146E+03  -0.529413E+02  -0.417078E-05  -0.529413E+02   0.268523E+02  -0.189856E-06  -0.417078E-05  -0.189856E-06   0.279565E-08
  1502   0.678541E+03  -0.533713E+02  -0.411535E-05  -0.533713E+02   0.267256E+02  -0.191443E-06  -0.411535E-05  -0.191443E-06   0.279139E-08
  1503   0.679967E+03  -0.537894E+02  -0.405174E-05  -0.537894E+02   0.265965E+02  -0.193189E-06  -0.405174E-05  -0.193189E-06   0.278714E-08
  1504   0.681425E+03  -0.541957E+02  -0.398030E-05  -0.541957E+02   0.264650E+02  -0.195085E-06  -0.398030E-05  -0.195085E-06   0.278290E-08
  1505   0.682913E+03  -0.545903E+02  -0.390140E-05  -0.545903E+02   0.263312E+02  -0.197119E-06  -0.390140E-05  -0.197119E-06   0.277867E-08
  1506   0.684430E+03  -0.549733E+02  -0.381542E-05  -0.549733E+02   0.261950E+02  -0.199282E-06  -0.381542E-05  -0.199282E-06   0.277445E-08
  1507   0.685974E+03  -0.553447E+02  -0.372272E-05  -0.553447E+02   0.260568E+02  -0.201563E-06  -0.372272E-05  -0.201563E-06   0.277023E-08
  1508   0.687544E+03  -0.557047E+02  -0.362366E-05  -0.557047E+02   0.259164E+02  -0.203953E-06  -0.362366E-05  -0.203953E-06   0.276602E-08
  1509   0.689141E+03  -0.560531E+02  -0.351863E-05  -0.560531E+02   0.257739E+02  -0.206442E-06  -0.351863E-05  -0.206442E-06   0.276182E-08
  1510   0.690762E+03  -0.563902E+02  -0.340798E-05  -0.563902E+02   0.256294E+02  -0.209019E-06  -0.340798E-05  -0.209019E-06   0.275762E-08
  1511   0.692407E+03  -0.567159E+02  -0.329208E-05  -0.567159E+02   0.254830E+02  -0.211674E-06  -0.329208E-05  -0.211674E-06   0.275344E-08
  1512   0.694075E+03  -0.570302E+02  -0.317131E-05  -0.570302E+02   0.253347E+02  -0.214397E-06  -0.317131E-05  -0.214397E-06   0.274926E-08
  1513   0.695766E+03  -0.573331E+02  -0.304603E-05  -0.573331E+02   0.251846E+02  -0.217179E-06  -0.304603E-05  -0.217179E-06   0.274509E-08
  1514   0.697478E+03  -0.576247E+02  -0.291660E-05  -0.576247E+02   0.250326E+02  -0.220008E-06  -0.291660E-05  -0.220008E-06   0.274092E-08
  1515   0.699211E+03  -0.579049E+02  -0.278340E-05  -0.579049E+02   0.248791E+02  -0.222875E-06  -0.278340E-05  -0.222875E-06   0.273677E-08
  1516   0.700964E+03  -0.581738E+02  -0.264680E-05  -0.581738E+02   0.247239E+02  -0.225770E-06  -0.264680E-05  -0.225770E-06   0.273262E-08
  1517   0.702736E+03  -0.584314E+02  -0.250716E-05  -0.584314E+02   0.245671E+02  -0.228683E-06  -0.250716E-05  -0.228683E-06   0.272848E-08
  1518   0.704527E+03  -0.586777E+02  -0.236485E-05  -0.586777E+02   0.244088E+02  -0.231603E-06  -0.236485E-05  -0.231603E-06   0.272435E-08
  1519   0.706334E+03  -0.589126E+02  -0.222024E-05  -0.589126E+02   0.242490E+02  -0.234521E-06  -0.222024E-05  -0.234521E-06   0.272022E-08
  1520   0.708157E+03  -0.591363E+02  -0.207369E-05  -0.591363E+02   0.240879E+02  -0.237426E-06  -0.207369E-05  -0.237426E-06   0.271610E-08
  1521   0.709994E+03  -0.593486E+02  -0.192559E-05  -0.593486E+02   0.239253E+02  -0.240308E-06  -0.192559E-05  -0.240308E-06   0.271199E-08
  1522   0.711846E+03  -0.595496E+02  -0.177628E-05  -0.595496E+02   0.237616E+02  -0.243158E-06  -0.177628E-05  -0.243158E-06   0.270789E-08
  1523   0.713710E+03  -0.597393E+02  -0.162615E-05  -0.597393E+02   0.235966E+02  -0.245964E-06  -0.162615E-05  -0.245964E-06   0.270379E-08
  1524   0.715585E+03  -0.599176E+02  -0.147556E-05  -0.599176E+02   0.234304E+02  -0.248718E-06  -0.147556E-05  -0.248718E-06   0.269970E-08
  1525   0.717472E+03  -0.600846E+02  -0.132488E-05  -0.600846E+02   0.232631E+02  -0.251408E-06  -0.132488E-05  -0.251408E-06   0.269562E-08
  1526   0.719369E+03  -0.602401E+02  -0.117447E-05  -0.602401E+02   0.230948E+02  -0.254025E-06  -0.117447E-05  -0.254025E-06   0.269155E-08
  1527   0.721274E+03  -0.603841E+02  -0.102471E-05  -0.603841E+02   0.229255E+02  -0.256559E-06  -0.102471E-05  -0.256559E-06   0.268748E-08
  1528   0.723187E+03  -0.605166E+02  -0.875960E-06  -0.605166E+02   0.227552E+02  -0.259000E-06  -0.875960E-06  -0.259000E-06   0.268342E-08
  1529   0.725107E+03  -0.606374E+02  -0.728592E-06  -0.606374E+02   0.225841E+02  -0.261337E-06  -0.728592E-06  -0.261337E-06   0.267937E-08
  1530   0.727033E+03  -0.607467E+02  -0.582975E-06  -0.607467E+02   0.224121E+02  -0.263560E-06  -0.582975E-06  -0.263560E-06   0.267533E-08
  1531   0.728963E+03  -0.608444E+02  -0.439474E-06  -0.608444E+02   0.222394E+02  -0.265660E-06  -0.439474E-06  -0.265660E-06   0.267129E-08
  1532   0.730897E+03  -0.609303E+02  -0.298460E-06  -0.609303E+02   0.220660E+02  -0.267625E-06  -0.298460E-06  -0.267625E-06   0.266726E-08
  1533   0.732833E+03  -0.610045E+02  -0.160299E-06  -0.610045E+02   0.218919E+02  -0.269447E-06  -0.160299E-06  -0.269447E-06   0.266324E-08
  1534   0.734771E+03  -0.610667E+02  -0.253609E-07  -0.610667E+02   0.217172E+02  -0.271115E-06  -0.253609E-07  -0.271115E-06   0.265922E-08
  1535   0.736709E+03  -0.611171E+02   0.105987E-06  -0.611171E+02   0.215421E+02  -0.272619E-06   0.105987E-06  -0.272619E-06   0.265521E-08
  1536   0.738647E+03  -0.611555E+02   0.233376E-06  -0.611555E+02   0.213664E+02  -0.273949E-06   0.233376E-06  -0.273949E-06   0.265121E-08
  1537   0.740582E+03  -0.611818E+02   0.356439E-06  -0.611818E+02   0.211902E+02  -0.275094E-06   0.356439E-06  -0.275094E-06   0.264722E-08
  1538   0.742514E+03  -0.611961E+02   0.474807E-06  -0.611961E+02   0.210137E+02  -0.276045E-06   0.474807E-06  -0.276045E-06   0.264323E-08
  1539   0.744442E+03  -0.611980E+02   0.588111E-06  -0.611980E+02   0.208369E+02  -0.276791E-06   0.588111E-06  -0.276791E-06   0.263925E-08
  1540   0.746365E+03  -0.611875E+02   0.695984E-06  -0.611875E+02   0.206599E+02  -0.277323E-06   0.695984E-06  -0.277323E-06   0.263528E-08
  1541   0.748282E+03  -0.611647E+02   0.798058E-06  -0.611647E+02   0.204826E+02  -0.277630E-06   0.798058E-06  -0.277630E-06   0.263132E-08
  1542   0.750193E+03  -0.611292E+02   0.893964E-06  -0.611292E+02   0.203053E+02  -0.277703E-06   0.893964E-06  -0.277703E-06   0.262736E-08
  1543   0.752094E+03  -0.610811E+02   0.983334E-06  -0.610811E+02   0.201278E+02  -0.277530E-06   0.983334E-06  -0.277530E-06   0.262341E-08
  1544   0.753987E+03  -0.610201E+02   0.106580E-05  -0.610201E+02   0.199505E+02  -0.277103E-06   0.106580E-05  -0.277103E-06   0.261946E-08
  1545   0.755868E+03  -0.609461E+02   0.114099E-05  -0.609461E+02   0.197731E+02  -0.276410E-06   0.114099E-05  -0.276410E-06   0.261553E-08
  1546   0.757739E+03  -0.608591E+02   0.120855E-05  -0.608591E+02   0.195958E+02  -0.275442E-06   0.120855E-05  -0.275442E-06   0.261160E-08
  1547   0.759597E+03  -0.607589E+02   0.126809E-05  -0.607589E+02   0.194187E+02  -0.274189E-06   0.126809E-05  -0.274189E-06   0.260767E-08
  1548   0.761440E+03  -0.606454E+02   0.131926E-05  -0.606454E+02   0.192419E+02  -0.272641E-06   0.131926E-05  -0.272641E-06   0.260376E-08
  1549   0.763268E+03  -0.605185E+02   0.136168E-05  -0.605185E+02   0.190654E+02  -0.270787E-06   0.136168E-05  -0.270787E-06   0.259985E-08
  1550   0.765080E+03  -0.603780E+02   0.139499E-05  -0.603780E+02   0.188892E+02  -0.268618E-06   0.139499E-05  -0.268618E-06   0.259594E-08
  1551   0.766874E+03  -0.602239E+02   0.141895E-05  -0.602239E+02   0.187134E+02  -0.266127E-06   0.141895E-05  -0.266127E-06   0.259205E-08
  1552   0.768650E+03  -0.600563E+02   0.143385E-05  -0.600563E+02   0.185381E+02  -0.263324E-06   0.143385E-05  -0.263324E-06   0.258816E-08
  1553   0.770408E+03  -0.598754E+02   0.144012E-05  -0.598754E+02   0.183633E+02  -0.260225E-06   0.144012E-05  -0.260225E-06   0.258428E-08
  1554   0.772147E+03  -0.596815E+02   0.143817E-05  -0.596815E+02   0.181890E+02  -0.256844E-06   0.143817E-05  -0.256844E-06   0.258040E-08
  1555   0.773866E+03  -0.594748E+02   0.142843E-05  -0.594748E+02   0.180151E+02  -0.253195E-06   0.142843E-05  -0.253195E-06   0.257653E-08
  1556   0.775566E+03  -0.592555E+02   0.141133E-05  -0.592555E+02   0.178418E+02  -0.249292E-06   0.141133E-05  -0.249292E-06   0.257267E-08
  1557   0.777247E+03  -0.590238E+02   0.138728E-05  -0.590238E+02   0.176692E+02  -0.245151E-06   0.138728E-05  -0.245151E-06   0.256882E-08
  1558   0.778907E+03  -0.587799E+02   0.135672E-05  -0.587799E+02   0.174971E+02  -0.240784E-06   0.135672E-05  -0.240784E-06   0.256497E-08
  1559   0.780548E+03  -0.585240E+02   0.132005E-05  -0.585240E+02   0.173258E+02  -0.236208E-06   0.132005E-05  -0.236208E-06   0.256113E-08
  1560   0.782167E+03  -0.582563E+02   0.127771E-05  -0.582563E+02   0.171551E+02  -0.231436E-06   0.127771E-05  -0.231436E-06   0.255730E-08
  1561   0.783764E+03  -0.579770E+02   0.123012E-05  -0.579770E+02   0.169851E+02  -0.226483E-06   0.123012E-05  -0.226483E-06   0.255347E-08
  1562   0.785341E+03  -0.576863E+02   0.117770E-05  -0.576863E+02   0.168159E+02  -0.221364E-06   0.117770E-05  -0.221364E-06   0.254965E-08
